id,member_id,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,revol_util,total_acc,bad_loan
631868,809451,6000, 36 months,12.61,201.04,3,RENT,38160,verified,GA,0.6,1,2,0,1906,34.7,9,0
631129,808537,6000, 60 months,8.88,124.21,,OWN,48000,not verified,FL,4.4,0,1,0,7211,10.8,40,0
631719,809264,25000, 36 months,14.83,864.56,1,MORTGAGE,100000,VERIFIED - income,MA,16.74,1,0,0,12399,24.2,31,1
631846,809427,25000, 60 months,20.03,662.77,0,MORTGAGE,86100,not verified,IL,12.36,2,1,0,24109,61.4,32,1
631842,809422,1500, 36 months,6.91,46.26,,OWN,24000,not verified,CA,20.05,0,0,0,19893,75.6,23,0
631810,809383,5000, 36 months,5.42,150.8,10,MORTGAGE,54000,not verified,TX,13.73,0,0,0,1541,9.3,31,0
629374,806348,1000, 36 months,9.62,32.09,6,RENT,38400,not verified,WI,14.34,0,1,1,346,6.8,22,0
631788,809349,16000, 60 months,10.36,342.8,5,MORTGAGE,97200,verified,AZ,0.59,0,1,0,2122,34.8,17,1
630959,808322,10000, 36 months,5.79,303.27,6,MORTGAGE,75000,VERIFIED - income,NY,15.79,0,1,0,4536,43.6,35,0
631766,809322,4000, 36 months,9.25,127.67,4,MORTGAGE,26000,verified,PA,5.26,0,2,0,2700,13.6,48,0
630105,807292,16000, 36 months,6.17,441.48,0,OWN,80000,verified,MI,1.8,0,3,0,4179,11,20,0
631740,809291,16000, 60 months,15.57,385.45,6,MORTGAGE,119600,verified,NC,8.5,0,2,0,12652,59.1,34,0
631310,808754,20000, 60 months,16.32,489.77,5,OWN,100000,VERIFIED - income,PA,18.9,0,3,1,23184,66.7,28,1
630396,807659,25000, 36 months,9.62,802.23,10,MORTGAGE,70000,VERIFIED - income,MI,16.61,0,3,0,16654,35.3,63,0
631677,809205,7000, 36 months,9.99,225.84,0,RENT,66000,not verified,CA,6.58,0,0,0,9150,83.9,6,0
624267,800032,6000, 36 months,12.98,202.11,3,RENT,28000,verified,NY,5.36,0,0,0,1369,67.1,8,0
631634,809140,1500, 36 months,6.54,46.01,5,MORTGAGE,75000,VERIFIED - income,GA,3.87,1,0,0,28297,54.3,22,0
631618,809123,8000, 36 months,9.25,255.33,10,RENT,30000,not verified,CA,8.08,0,1,1,6872,51.7,28,0
631594,809097,7000, 36 months,5.42,211.12,5,RENT,45000,verified,WV,5.01,0,0,0,1401,5.2,22,0
630916,808274,9000, 36 months,10.36,291.93,10,MORTGAGE,36000,not verified,AR,14.73,0,0,0,7747,47.2,29,1
631441,808913,15000, 36 months,14.83,518.74,8,RENT,54996,not verified,MO,23.61,0,0,0,15566,79,31,0
631484,808966,15000, 36 months,6.54,416.31,5,MORTGAGE,55000,not verified,IL,5.52,0,2,0,4476,23.3,24,0
631432,808903,1500, 36 months,9.62,48.14,10,RENT,54000,VERIFIED - income,CA,21.02,1,0,0,26549,75.9,38,0
631370,808826,8000, 60 months,12.98,181.95,9,MORTGAGE,115000,VERIFIED - income,VA,23.35,0,2,0,23057,60.1,55,0
631428,808897,12000, 36 months,6.91,370.04,,MORTGAGE,62471.04,VERIFIED - income,VA,7.13,0,0,0,12492,76.6,38,0
620204,794923,10000, 36 months,5.79,303.27,1,RENT,52000,not verified,FL,1.5,0,0,0,1284,5.7,8,0
631347,808799,12000, 36 months,5.79,363.93,2,RENT,60000,VERIFIED - income,NY,5.44,0,3,0,3155,17.9,16,0
631365,802641,15000, 36 months,6.17,358.37,,MORTGAGE,47952,VERIFIED - income,WA,0.13,0,1,0,5,0,25,0
629290,806253,6925, 36 months,9.62,222.22,0,RENT,78000,VERIFIED - income,NH,15.4,0,2,0,7297,34.3,22,1
631329,808775,12000, 36 months,5.79,307.82,,RENT,36000,not verified,FL,6.27,0,1,0,5679,15.8,22,0
629654,806724,25000, 60 months,14.46,587.69,0,MORTGAGE,135000,VERIFIED - income,CA,4.5,1,0,0,20911,18.5,43,0
630268,807502,8400, 36 months,13.72,285.96,10,MORTGAGE,120000,not verified,CA,2.92,0,0,0,2675,33.4,17,0
631317,806476,4000, 36 months,9.25,127.67,,MORTGAGE,48000,not verified,MO,10.2,0,0,0,7831,62.2,21,1
631236,808665,5000, 36 months,6.54,153.34,4,RENT,36480,not verified,CA,18.29,0,1,0,3086,48.2,16,0
631273,808709,6000, 36 months,6.91,185.02,5,RENT,33600,VERIFIED - income,CA,7.79,0,0,0,2012,59.2,22,0
630965,808330,3600, 36 months,5.79,109.18,4,MORTGAGE,121000,not verified,CA,13.46,0,0,0,56445,22.3,36,0
631225,808655,20000, 36 months,6.91,410.89,4,MORTGAGE,59000,verified,OR,16.86,0,0,0,19243,63.5,12,0
631226,808656,3500, 36 months,13.72,119.15,0,MORTGAGE,65000,not verified,CA,15.58,0,2,0,8450,79.7,35,1
629835,806962,5000, 36 months,13.35,169.32,3,RENT,100000,VERIFIED - income,CT,9.85,0,0,0,10090,54,38,0
631207,808636,25000, 36 months,14.83,864.56,0,RENT,110000,verified,CA,15.1,1,0,0,38446,44.3,23,0
630824,808159,10800, 36 months,9.99,348.44,7,MORTGAGE,61402,verified,FL,14.29,0,0,0,7416,69.3,16,0
631188,808611,10000, 36 months,6.17,305,5,MORTGAGE,72000,VERIFIED - income,CT,11.35,0,3,0,7352,12.8,25,0
631184,808608,20000, 60 months,17.8,505.7,10,MORTGAGE,67000,VERIFIED - income,CA,13.81,0,1,1,13905,94.3,14,1
631066,808452,20000, 36 months,6.54,561.21,10,MORTGAGE,70000,VERIFIED - income,CA,10.41,0,0,0,11465,42,34,0
629318,806286,22000, 36 months,6.91,474.88,8,MORTGAGE,91560,VERIFIED - income,CT,18.28,0,4,0,4893,12.7,43,0
630823,808158,8500, 36 months,6.54,260.68,6,MORTGAGE,70800,verified,VA,0.02,0,1,0,31,0.2,12,0
630863,808209,10000, 36 months,9.25,319.17,8,MORTGAGE,60000,verified,OH,18.54,0,0,0,10104,54.6,22,0
608120,780105,6400, 36 months,5.42,193.03,3,OWN,20000,verified,IL,9.72,0,0,0,1276,11.3,25,0
624804,800749,25000, 60 months,18.17,637.15,5,RENT,120000,VERIFIED - income,CA,15.76,0,1,0,99892,88.9,33,1
629481,806525,13000, 60 months,13.35,298.13,0,RENT,40000,verified,MO,24.81,0,0,0,13225,70.8,13,1
630966,808331,19000, 36 months,14.83,657.07,6,RENT,51500,VERIFIED - income,MD,22.23,0,1,0,15835,88,10,0
629111,806051,2500, 36 months,12.98,84.22,8,RENT,24996,verified,PA,20.55,0,1,0,3230,97.9,8,0
630759,808082,12000, 36 months,12.23,399.9,8,RENT,110000,not verified,PA,10.16,1,0,1,4811,82.9,25,0
630896,808251,13000, 60 months,14.83,308.12,1,MORTGAGE,85000,not verified,MA,20.22,1,3,0,9252,54.4,52,0
630924,808284,15000, 60 months,15.95,364.38,2,RENT,42000,VERIFIED - income,NJ,13.17,0,0,0,12728,86.5,9,0
627664,804327,15000, 36 months,6.54,460.01,10,MORTGAGE,59500,VERIFIED - income,IL,15.89,0,0,0,56,0.2,18,0
630879,808231,10000, 36 months,10.36,324.37,2,MORTGAGE,46000,verified,MO,22.02,0,0,0,5236,48.8,24,0
630843,801616,4750, 60 months,17.43,119.16,4,RENT,18000,VERIFIED - income,MA,17.2,0,0,0,0,0,16,0
630837,808178,5000, 36 months,6.17,152.5,10,RENT,60000,verified,GA,21.9,0,0,0,9915,41.7,21,1
630833,808174,10000, 36 months,6.17,305,8,RENT,42000,verified,NY,11.09,0,2,0,13026,67.5,13,0
628630,805475,7750, 36 months,6.91,238.98,3,OWN,20352,VERIFIED - income,TX,22.23,0,0,0,15863,72.1,7,0
630804,808136,14000, 36 months,12.23,466.54,7,RENT,32000,VERIFIED - income,CA,16.73,0,0,0,11281,65.2,11,0
628547,805374,20000, 60 months,12.61,451.08,4,RENT,90000,VERIFIED - income,CA,8.85,1,1,0,13937,47.7,44,0
629689,806767,20000, 60 months,17.06,497.7,8,RENT,125000,VERIFIED - income,NV,13.81,1,0,0,35013,80.9,41,1
630780,808106,20000, 36 months,6.91,616.72,2,RENT,70000,VERIFIED - income,NY,11.25,0,2,0,24614,56,13,0
608118,780101,15000, 36 months,6.54,406.35,8,MORTGAGE,110000,not verified,UT,9.98,0,0,0,19795,58.2,41,0
629930,807075,6250, 60 months,13.72,144.53,0,RENT,29000,not verified,PA,20.61,0,3,0,7677,65.6,15,1
630756,805920,25000, 36 months,15.95,878.31,2,MORTGAGE,250000,verified,TX,7.36,0,1,0,7053,22,52,0
629917,807060,4350, 36 months,5.79,131.93,2,RENT,70000,not verified,OR,1.85,0,1,0,2944,13.1,15,0
630720,808033,24000, 36 months,6.17,440.72,10,MORTGAGE,112548,verified,SC,5.58,0,2,0,7889,24.4,26,0
630718,808031,4500, 60 months,13.72,104.06,2,OWN,36000,not verified,IL,13.7,0,2,0,4880,62.6,10,0
630701,808010,4500, 36 months,12.98,151.58,8,MORTGAGE,50000,verified,AL,3.34,1,3,0,3940,85.7,15,1
630696,808003,7200, 36 months,6.17,219.6,0,MORTGAGE,90000,verified,AZ,12.49,0,2,0,14336,27.7,17,0
630680,796600,15000, 36 months,6.17,457.49,2,OWN,100000,VERIFIED - income,AZ,3.94,0,0,0,111,0.7,15,0
630671,807976,12000, 36 months,9.62,385.07,8,MORTGAGE,60000,verified,GA,17.8,0,3,0,8280,47,20,0
630666,807970,7000, 36 months,5.42,211.12,,MORTGAGE,90000,not verified,CA,6.67,0,0,0,7221,7.4,30,1
629897,807036,15200, 36 months,15.95,534.02,10,MORTGAGE,123000,VERIFIED - income,AL,15.45,1,3,0,46672,80.6,30,0
630626,807922,8300, 36 months,5.42,250.33,7,OWN,21996,VERIFIED - income,SC,9.44,0,0,0,5267,8.3,16,0
630586,807874,6300, 60 months,9.62,132.69,3,MORTGAGE,40000,verified,NC,1.62,0,1,0,798,4.2,13,0
630583,807870,8000, 36 months,9.25,255.33,0,RENT,42000,verified,NJ,23.06,0,0,0,7554,63,21,0
630574,807856,4000, 60 months,9.99,84.97,4,RENT,26400,verified,LA,22.91,0,0,1,0,0,27,1
630567,807849,24000, 60 months,9.99,509.82,5,MORTGAGE,55000,VERIFIED - income,MO,11.14,0,0,0,22447,63.4,26,0
607827,779707,3500, 36 months,6.54,107.34,1,RENT,42000,VERIFIED - income,TX,14.8,0,2,0,90,1.5,8,0
628690,805543,5500, 60 months,13.35,126.13,5,MORTGAGE,40000,verified,MD,12.48,0,1,0,3133,16.3,26,1
546535,704753,4800, 36 months,5.79,145.57,3,MORTGAGE,100000,verified,NJ,6.17,0,2,0,56,0.1,16,0
630521,807791,3600, 36 months,6.91,111.01,2,RENT,60900,not verified,GA,13.69,0,0,0,5469,17.3,6,0
624376,800156,3850, 36 months,9.62,123.55,2,RENT,49000,verified,OH,7.76,0,0,0,2345,31.3,24,0
630503,807769,11000, 36 months,5.42,331.76,7,MORTGAGE,43200,VERIFIED - income,WV,6.19,0,1,0,11186,46.9,25,0
630486,807748,4000, 36 months,16.32,141.27,3,RENT,15600,VERIFIED - income,CT,11.92,0,1,0,1393,58,8,0
630483,807742,1000, 36 months,10.36,32.44,2,RENT,33600,VERIFIED - income,MA,13.21,0,1,0,6331,77.2,25,0
625272,801323,15000, 36 months,6.91,462.54,3,RENT,120000,VERIFIED - income,CA,12.01,0,1,0,14266,31,31,0
629921,807065,10000, 60 months,14.46,235.08,10,MORTGAGE,47000,not verified,KY,18.28,0,1,0,17394,54,25,0
630464,807715,2250, 36 months,8.88,71.43,0,RENT,42000,verified,WI,2.8,0,1,0,3477,15.5,16,0
628808,805677,10000, 36 months,10.36,324.37,10,MORTGAGE,82000,not verified,UT,22.79,0,1,0,42026,69.9,27,0
629721,806805,7500, 36 months,5.79,227.46,3,OWN,20000,verified,NM,14.1,0,0,0,6758,40,11,0
630379,807639,12500, 36 months,6.91,385.45,1,RENT,65000,not verified,CA,10.71,0,1,0,1717,14.4,13,0
630053,807236,16000, 36 months,6.91,493.38,0,RENT,85000,verified,CA,5.97,0,0,0,16357,51,22,0
630368,807623,25000, 36 months,14.83,864.56,2,RENT,47000,VERIFIED - income,NJ,14.45,0,1,0,21098,76.7,7,0
626736,803115,5000, 36 months,10.36,162.19,2,RENT,36000,VERIFIED - income,NY,4.23,1,1,0,4830,28.6,17,0
630359,807613,12600, 60 months,13.35,288.96,10,OWN,45000,not verified,VA,11.15,1,0,0,0,0,29,0
630351,807597,2000, 36 months,6.91,61.68,10,RENT,58020,not verified,NY,17.66,0,0,0,7715,78.7,15,0
629889,807027,12000, 36 months,5.79,363.93,2,MORTGAGE,96000,VERIFIED - income,GA,2.25,0,0,0,5193,6.4,34,0
628369,805177,1800, 36 months,6.17,54.9,2,MORTGAGE,36000,not verified,TX,19.97,0,0,0,6716,58.4,21,0
629606,806668,3000, 36 months,9.25,95.75,7,MORTGAGE,90000,not verified,CA,22,0,3,0,122791,90.8,32,0
630264,807498,11000, 60 months,12.98,250.18,3,RENT,37000,VERIFIED - income,FL,13.98,0,0,0,0,54.22,12,1
630246,807472,25000, 36 months,9.99,806.57,3,MORTGAGE,137000,VERIFIED - income,OH,19.86,0,0,0,37621,82.9,30,0
628821,805694,4800, 36 months,13.35,162.55,3,RENT,60000,not verified,NY,4.46,1,0,0,2185,37,23,0
630226,807433,8000, 60 months,15.95,194.34,10,RENT,130000,verified,CT,0.75,0,1,0,1181,16.4,12,0
628527,805353,3000, 36 months,12.23,99.98,6,RENT,30000,not verified,LA,23.92,0,0,0,1763,70.5,9,0
629932,807079,9600, 36 months,9.99,309.72,4,RENT,54696,VERIFIED - income,NJ,17.11,0,1,0,8096,81,42,0
630199,807409,25000, 36 months,14.09,855.54,10,MORTGAGE,58800,VERIFIED - income,MN,15.55,0,0,0,25612,66.7,23,0
630170,807376,10000, 60 months,12.61,225.54,10,OWN,33500,VERIFIED - income,MI,14.51,1,4,0,3696,28.1,16,0
627915,804632,4000, 36 months,6.54,122.67,6,MORTGAGE,85000,VERIFIED - income,PA,12.92,0,0,0,6611,31.6,23,0
630189,807399,12000, 36 months,6.91,370.04,0,RENT,48600,not verified,CA,18.1,0,1,0,16200,80.6,17,0
630161,796168,6000, 36 months,5.79,181.97,10,OWN,26000,not verified,KY,24.92,0,2,0,858,2.5,36,0
622822,798206,2000, 36 months,9.25,63.84,2,RENT,42000,verified,TX,12.17,1,0,0,8051,28.9,18,0
629082,806020,23000, 36 months,6.91,709.23,1,MORTGAGE,160000,verified,AZ,10.14,0,0,0,35911,52.4,27,0
630035,807214,3500, 36 months,12.61,117.28,2,RENT,42500,not verified,NV,13.33,0,1,0,1176,65.3,6,0
630038,807217,1600, 36 months,13.72,54.47,0,OWN,16800,not verified,KS,20.86,1,1,0,8451,65.5,13,0
629032,805961,20000, 60 months,10.36,428.5,3,OWN,43000,VERIFIED - income,TX,7.53,0,4,0,286,0.4,30,0
629957,807113,12000, 36 months,5.79,363.93,7,MORTGAGE,145000,VERIFIED - income,CA,7.79,1,0,0,2622,8.2,27,0
629948,807099,10000, 36 months,9.25,319.17,,MORTGAGE,33975,VERIFIED - income,MI,18.97,0,0,1,15402,91.7,17,0
628636,805481,2000, 36 months,6.54,61.34,10,MORTGAGE,72000,verified,KS,19.08,0,1,0,4712,31.2,15,0
629887,807025,15000, 36 months,5.79,454.91,6,MORTGAGE,45600,VERIFIED - income,NY,19.92,0,1,0,10970,15.4,52,0
625484,801571,15000, 60 months,18.54,385.33,1,RENT,125004,verified,NJ,5.97,1,0,0,22958,52.7,7,0
626749,803132,14500, 36 months,6.91,446.36,,MORTGAGE,35500,VERIFIED - income,IL,24.51,0,1,0,24751,41.4,52,0
629885,807021,12000, 36 months,5.79,363.93,7,RENT,90000,verified,NY,2.85,0,0,0,5196,9,24,0
629818,806939,16000, 60 months,12.23,357.78,4,RENT,45000,verified,NY,13.68,0,1,0,18036,38.6,28,0
616629,790629,5000, 36 months,5.79,151.64,0,MORTGAGE,86400,verified,IL,11.76,0,3,0,4962,12.2,48,0
629852,806982,10200, 36 months,14.83,352.74,8,RENT,35496,VERIFIED - income,CT,5.88,1,1,0,8716,87.2,23,0
629846,806968,3000, 60 months,14.83,71.11,4,RENT,36000,verified,FL,12.2,0,0,0,3029,22.8,16,0
561568,722709,20000, 60 months,9.62,421.22,10,MORTGAGE,90000,not verified,OK,11.85,0,1,0,8931,14.6,35,0
629833,806959,10000, 36 months,9.25,319.17,2,RENT,58000,VERIFIED - income,LA,10.72,1,0,0,8265,42.8,32,0
629815,806936,16000, 36 months,5.79,485.24,0,MORTGAGE,96000,verified,MA,10.7,0,1,0,19136,16.2,30,0
629807,806924,2400, 36 months,9.62,77.02,4,RENT,52800,verified,VA,10.16,0,0,0,1131,14.7,9,0
629006,805930,15000, 60 months,13.35,343.99,10,MORTGAGE,70000,VERIFIED - income,TX,9.41,0,5,0,14248,75.4,19,1
629423,806401,10000, 36 months,6.17,305,3,MORTGAGE,118000,verified,CT,7.94,0,3,0,14877,34.7,25,0
629509,806553,9600, 36 months,5.42,289.54,10,MORTGAGE,75000,not verified,AL,8.4,0,0,0,5411,11.5,28,0
627766,804450,20000, 36 months,6.17,609.99,10,MORTGAGE,117000,VERIFIED - income,IL,10.53,0,0,0,6677,17.5,28,0
629731,806819,12000, 36 months,6.91,370.04,0,MORTGAGE,80000,verified,CA,12.31,0,0,0,14846,44.7,10,0
629724,806810,15000, 36 months,15.57,524.18,10,RENT,49000,VERIFIED - income,CA,12.42,0,0,0,10840,52.3,22,0
629667,806738,7000, 60 months,15.2,167.27,5,RENT,125000,VERIFIED - income,NY,14.85,0,2,0,23492,78.2,15,0
629652,806721,6000, 36 months,5.79,181.97,3,RENT,40000,not verified,WA,15.15,0,0,0,10243,20.7,45,0
629587,806645,10800, 36 months,6.91,333.03,10,MORTGAGE,72000,not verified,FL,15.25,0,0,1,11000,36.4,23,0
629594,806655,5000, 36 months,9.25,159.59,4,MORTGAGE,72000,VERIFIED - income,CA,10.8,0,3,1,197,24.6,7,0
619649,794208,12000, 36 months,6.91,370.04,0,RENT,62400,verified,WA,17.92,0,0,1,8182,42.8,31,0
629415,806381,5275, 60 months,18.54,135.51,10,RENT,90000,verified,CA,15.85,1,2,0,13680,88,14,0
629480,806524,7000, 36 months,6.54,214.68,3,RENT,47000,not verified,NC,10.16,0,0,0,5522,46.8,15,0
629517,806565,3800, 60 months,12.98,86.43,5,RENT,18000,verified,OH,17.47,0,0,0,1323,49,13,0
629312,806278,5500, 36 months,10.36,178.41,,OWN,10200,VERIFIED - income,CA,6.35,0,0,0,668,9.8,13,0
629500,796056,12000, 36 months,6.54,242.28,6,RENT,59448,verified,NY,19.3,0,1,0,8444,36.6,21,0
629418,806395,5000, 36 months,5.79,151.64,3,MORTGAGE,45000,VERIFIED - income,CA,0.53,0,1,0,519,8.2,13,0
629409,806386,15000, 36 months,6.54,289.04,10,MORTGAGE,97781,VERIFIED - income,FL,17.59,0,1,0,46310,69.8,36,0
628995,805914,8000, 36 months,12.23,266.6,10,MORTGAGE,60000,not verified,CA,13.58,0,0,0,8422,71.4,15,0
629380,806355,6000, 36 months,13.35,203.18,3,RENT,55000,not verified,MD,24.39,0,0,0,17162,74.6,30,0
629373,806347,17000, 60 months,9.62,358.03,5,MORTGAGE,84500,VERIFIED - income,FL,10.46,0,0,0,13376,17.8,48,0
629369,806343,3000, 36 months,6.91,92.51,10,MORTGAGE,63600,not verified,CA,15.62,0,4,0,15630,61.5,21,0
629329,806299,4800, 36 months,13.35,162.55,0,RENT,30000,not verified,TX,23.2,0,1,0,18298,27.7,22,0
629336,796016,12000, 36 months,6.91,234.36,3,RENT,82700,verified,GA,12.99,0,0,0,9880,61.1,27,0
626917,803331,9600, 36 months,6.91,274.45,10,MORTGAGE,140000,VERIFIED - income,MA,19.15,0,0,0,70049,53.2,29,0
629278,806239,19500, 60 months,9.99,303.77,6,MORTGAGE,45000,VERIFIED - income,AL,10.29,0,0,0,16094,36.1,25,0
629288,806250,8000, 36 months,10.36,259.5,0,RENT,95000,verified,NY,8.67,0,2,0,19064,76.6,21,0
629268,806227,3000, 36 months,8.88,95.24,10,MORTGAGE,56000,not verified,GA,20.57,0,2,0,8308,90.3,35,0
629128,806071,11000, 60 months,16.69,271.55,2,RENT,26952,verified,PA,7.35,0,2,0,4379,43.4,8,1
629245,806202,11500, 36 months,14.09,393.55,4,RENT,41725,not verified,NV,23.18,0,0,0,8067,85.8,12,0
629231,806185,5000, 36 months,6.91,154.18,0,RENT,50000,VERIFIED - income,NY,6.22,0,0,0,11562,38.3,20,0
629099,806037,3000, 36 months,6.91,92.51,3,RENT,28000,verified,OH,7.8,0,3,0,830,8.5,8,0
629105,806044,6000, 36 months,9.99,193.58,3,RENT,74500,not verified,WI,17.09,1,0,0,9222,31.4,22,0
629085,806023,24250, 60 months,16.69,598.65,7,RENT,53964,VERIFIED - income,CA,11.47,0,1,0,13528,69.7,30,0
629074,806007,4500, 36 months,5.42,135.72,10,MORTGAGE,63000,not verified,AL,9.05,0,1,0,3904,5.9,39,0
629097,792693,25000, 36 months,14.46,860.04,9,RENT,100000,VERIFIED - income,CA,11.44,0,0,0,13691,81.6,24,1
629090,806029,25000, 36 months,9.62,609.7,3,MORTGAGE,445000,VERIFIED - income,AZ,6.3,0,2,0,80596,21.1,29,0
629071,806004,6400, 36 months,6.91,197.36,5,MORTGAGE,45600,verified,TX,13.39,0,0,0,7486,53.5,22,1
629059,805991,1500, 36 months,10.36,48.66,7,RENT,45000,verified,MA,18.16,0,1,0,18285,84.3,27,1
629047,805978,3500, 36 months,9.62,112.32,0,RENT,35000,verified,FL,12.21,0,1,0,3615,60.2,21,0
612316,785182,10000, 36 months,5.42,301.6,3,MORTGAGE,42000,verified,NY,0.57,0,0,0,1217,7.8,19,0
629039,805968,5000, 36 months,9.25,159.59,10,RENT,50000,VERIFIED - income,CA,11.35,0,1,1,1808,50.2,16,0
629011,805937,20000, 36 months,8.88,634.88,5,MORTGAGE,84996,VERIFIED - income,IL,4.73,0,0,0,11160,44.6,10,0
614581,788063,8500, 36 months,14.83,293.95,3,OWN,50000,not verified,OH,6.55,0,0,0,5112,92.9,10,0
629008,805933,1500, 36 months,12.61,50.26,,RENT,51600,not verified,NY,20.74,0,0,0,17979,84.8,17,0
627486,804087,4000, 36 months,5.79,121.31,,OWN,33600,not verified,WI,22.5,0,1,0,30722,73.9,22,0
628955,805864,3600, 60 months,9.25,75.17,10,MORTGAGE,62000,not verified,NY,14.73,0,0,0,2824,80.7,47,0
620918,795795,16750, 60 months,13.72,314.48,0,RENT,31368,verified,OR,17.29,0,0,0,23915,92.6,6,0
628927,805827,7000, 36 months,6.54,163.31,5,RENT,60000,not verified,CA,4.26,1,0,0,6656,54.1,15,0
628923,805822,14000, 60 months,17.43,351.19,10,MORTGAGE,106000,not verified,CA,19.6,1,1,0,9984,65.7,43,0
628921,788209,11000, 36 months,6.54,231.54,1,MORTGAGE,54000,verified,FL,16.09,0,0,0,11644,69.6,29,0
628865,805748,6000, 36 months,6.17,183,1,MORTGAGE,54000,verified,AR,15.29,0,1,0,5538,26.9,23,0
627854,804561,4800, 36 months,10.36,155.7,0,RENT,50000,not verified,VA,16.03,0,2,0,780,26,17,0
628849,805728,18000, 36 months,5.79,354.83,3,MORTGAGE,80000,VERIFIED - income,TX,3.19,0,0,0,5626,7,12,0
628787,805657,8200, 36 months,6.91,252.86,2,MORTGAGE,41000,VERIFIED - income,OK,6.5,0,0,0,8304,71.4,20,0
628801,805671,3000, 36 months,10.36,97.31,0,MORTGAGE,65000,verified,PA,3.56,0,3,1,4142,31.6,25,0
626233,802518,19200, 60 months,18.17,489.34,6,MORTGAGE,65000,VERIFIED - income,WV,18.41,0,1,0,10469,42.7,40,0
628751,805610,12000, 36 months,13.35,406.36,0,OWN,42000,verified,CT,12.51,0,0,0,17325,81.3,15,0
628749,805602,8500, 36 months,14.09,290.89,8,MORTGAGE,62400,not verified,MI,20,1,1,0,90911,69.6,37,0
628709,805563,1500, 36 months,8.88,47.62,6,RENT,35000,verified,CA,11.21,0,0,0,8884,66.8,17,0
628692,805540,10750, 36 months,9.62,344.96,10,MORTGAGE,52000,verified,CA,17.88,0,0,0,24963,87.1,26,0
628653,805500,6400, 60 months,13.35,146.77,5,MORTGAGE,54996,not verified,FL,13.7,0,2,0,3056,24.3,16,0
628665,805512,6250, 36 months,9.99,201.65,1,MORTGAGE,54000,not verified,KY,12.24,0,3,0,1200,15.4,33,0
625014,801019,9200, 60 months,12.61,207.5,3,RENT,70001,verified,CA,17.73,0,0,0,28871,72.1,26,0
628655,805502,24000, 36 months,15.2,834.33,2,RENT,55000,VERIFIED - income,CA,19.16,0,0,0,32649,85.2,18,0
628638,805483,12000, 36 months,14.83,414.99,3,OWN,40000,not verified,CA,14.13,1,0,0,11708,95.2,11,0
628620,805463,15000, 36 months,8.88,337.28,2,RENT,96000,verified,DE,20.69,0,1,0,39737,56.9,23,0
628598,805440,10000, 36 months,6.54,195.51,7,RENT,52000,verified,VA,23.77,0,0,0,6683,36.5,19,0
628602,805444,12000, 36 months,6.54,225.41,3,MORTGAGE,78000,VERIFIED - income,CA,20.29,0,0,0,72016,82.3,30,0
628463,805282,6000, 60 months,14.46,141.05,10,RENT,24996,not verified,OH,17.52,0,0,0,5263,83.5,6,0
628571,805396,3000, 36 months,13.35,101.59,10,MORTGAGE,112500,verified,NC,11.84,0,0,0,16398,82.8,27,0
628563,805394,7500, 36 months,6.54,230.01,10,RENT,59000,verified,CA,9.29,0,1,0,2464,24.2,9,0
628550,805378,7500, 36 months,9.99,241.97,1,RENT,35000,VERIFIED - income,OR,1.44,0,3,0,2426,23.1,5,0
628545,790423,8000, 36 months,5.79,241.86,6,MORTGAGE,35000,VERIFIED - income,MN,12.48,0,1,0,8481,36.4,18,0
628472,805291,15000, 36 months,8.88,476.16,10,MORTGAGE,140000,VERIFIED - income,WA,7.17,0,0,0,37462,62.9,20,0
626302,802601,20000, 60 months,12.23,353.31,1,MORTGAGE,125000,VERIFIED - income,CA,7.68,1,4,0,10755,27.6,30,0
628381,805193,8500, 36 months,9.99,274.24,0,RENT,19200,not verified,NJ,15.56,0,0,1,8011,80.1,8,0
628452,805269,19000, 36 months,13.72,646.8,10,RENT,35576,VERIFIED - income,CA,13.5,0,0,0,11219,57.5,12,0
628299,805098,24250, 60 months,12.23,395.23,10,MORTGAGE,70000,VERIFIED - income,OH,23.79,0,2,0,31061,68.7,25,0
627543,804156,3600, 36 months,12.98,121.27,4,MORTGAGE,65000,not verified,CA,12.41,0,1,0,1446,33.6,8,1
628401,805215,5000, 36 months,6.91,154.18,5,RENT,38004,VERIFIED - income,CA,23.78,0,0,0,22310,84.8,17,0
628404,805218,11000, 36 months,5.79,333.6,5,MORTGAGE,64800,VERIFIED - income,CA,17.09,0,0,0,3615,12.9,23,1
620209,794931,5000, 36 months,12.98,168.43,3,MORTGAGE,39000,verified,PA,17.29,3,0,0,4656,29.7,34,0
625718,801863,16000, 60 months,15.95,388.67,0,RENT,35004,VERIFIED - income,GA,9.7,0,0,0,12264,79.6,19,0
628350,805157,9600, 60 months,13.72,221.99,5,MORTGAGE,97000,not verified,VA,15.02,0,0,0,48539,91.4,20,1
628342,805148,5000, 36 months,6.17,152.5,10,RENT,45600,verified,NY,1.95,0,1,0,2686,24.1,8,0
628315,805115,5000, 60 months,9.62,105.31,2,RENT,67000,not verified,MD,9.89,0,1,0,52,0.4,20,0
628287,805086,7200, 36 months,9.62,231.05,4,MORTGAGE,108000,not verified,OH,4.79,0,0,0,1031,46.9,8,0
628250,805044,10000, 36 months,16.69,354.99,4,MORTGAGE,82000,verified,AZ,0.86,1,1,0,0,0,22,0
